fiscal_year,period_start,period_end,geo_code,name,budget_total_ksh_mn,expenditure_total_ksh_mn,development_absorption_pct,overall_absorption_pct,source_page,rate_method,source_url
2020/21,2020-07-01,2021-06-30,KEN-C034,Kajiado,10050,8890,79.3,88.458,125,derived_overall+published_development,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-2020-21/?wpdmdl=15580
2020/21,2020-07-01,2021-06-30,KEN-C035,Kericho,7620,6140,57.6,80.577,142,derived_overall+published_development,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-2020-21/?wpdmdl=15580
2020/21,2020-07-01,2021-06-30,KEN-C036,Bomet,7620,5640,55.7,74.016,45,derived_overall+published_development,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-2020-21/?wpdmdl=15580
2020/21,2020-07-01,2021-06-30,KEN-C037,Kakamega,16070,12610,65.6,78.469,132,derived_overall+published_development,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-2020-21/?wpdmdl=15580
2020/21,2020-07-01,2021-06-30,KEN-C038,Vihiga,6580,5710,79.7,86.778,446,derived_overall+published_development,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-2020-21/?wpdmdl=15580
2020/21,2020-07-01,2021-06-30,KEN-C039,Bungoma,14000,11390,71.2,81.357,53,derived_overall+published_development,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-2020-21/?wpdmdl=15580
2020/21,2020-07-01,2021-06-30,KEN-C040,Busia,10420,7470,45.8,71.689,65,derived_overall+published_development,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-2020-21/?wpdmdl=15580
2020/21,2020-07-01,2021-06-30,KEN-C041,Siaya,8220,6950,66.4,84.55,375,derived_overall+published_development,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-2020-21/?wpdmdl=15580
2020/21,2020-07-01,2021-06-30,KEN-C042,Kisumu,12780,9250,40.6,72.379,182,derived_overall+published_development,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-2020-21/?wpdmdl=15580
2020/21,2020-07-01,2021-06-30,KEN-C043,Homa Bay,8980,7460,61.7,83.073,102,derived_overall+published_development,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-2020-21/?wpdmdl=15580
2020/21,2020-07-01,2021-06-30,KEN-C044,Migori,9160,7330,59,80.022,272,derived_overall+published_development,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-2020-21/?wpdmdl=15580
2020/21,2020-07-01,2021-06-30,KEN-C045,Kisii,12670,9780,63.2,77.19,175,derived_overall+published_development,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-2020-21/?wpdmdl=15580
2020/21,2020-07-01,2021-06-30,KEN-C046,Nyamira,6800,5750,65.3,84.559,339,derived_overall+published_development,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-2020-21/?wpdmdl=15580
2020/21,2020-07-01,2021-06-30,KEN-C047,Nairobi,37880,30130,66.4,79.541,301,derived_overall+published_development,https://cob.go.ke/download/annual-county-governments-budget-implementation-review-report-fy-2020-21/?wpdmdl=15580
2021/22,2021-07-01,2022-06-30,KEN-C001,Mombasa,14600,10510,78.4,71.986,305,derived_overall+published_development,https://cob.go.ke/wp-content/uploads/2022/09/Counties-Sep-2022-web.pdf
2021/22,2021-07-01,2022-06-30,KEN-C002,Kwale,12770,9790,55.1,76.664,221,derived_overall+published_development,https://cob.go.ke/wp-content/uploads/2022/09/Counties-Sep-2022-web.pdf
2021/22,2021-07-01,2022-06-30,KEN-C003,Kilifi,15950,10790,35.4,67.649,170,derived_overall+published_development,https://cob.go.ke/wp-content/uploads/2022/09/Counties-Sep-2022-web.pdf
2021/22,2021-07-01,2022-06-30,KEN-C004,Tana River,8480,7720,64.8,91.038,423,derived_overall+published_development,https://cob.go.ke/wp-content/uploads/2022/09/Counties-Sep-2022-web.pdf
2021/22,2021-07-01,2022-06-30,KEN-C005,Lamu,5000,3740,55.2,74.8,240,derived_overall+published_development,https://cob.go.ke/wp-content/uploads/2022/09/Counties-Sep-2022-web.pdf
2021/22,2021-07-01,2022-06-30,KEN-C006,Taita Taveta,7150,5310,33,74.266,416,derived_overall+published_development,https://cob.go.ke/wp-content/uploads/2022/09/Counties-Sep-2022-web.pdf
2021/22,2021-07-01,2022-06-30,KEN-C007,Garissa,10440,7830,96.5,75,99,derived_overall+published_development,https://cob.go.ke/wp-content/uploads/2022/09/Counties-Sep-2022-web.pdf
2021/22,2021-07-01,2022-06-30,KEN-C008,Wajir,11590,9310,56.4,80.328,488,derived_overall+published_development,https://cob.go.ke/wp-content/uploads/2022/09/Counties-Sep-2022-web.pdf
2021/22,2021-07-01,2022-06-30,KEN-C009,Mandera,13280,11600,74,87.349,269,derived_overall+published_development,https://cob.go.ke/wp-content/uploads/2022/09/Counties-Sep-2022-web.pdf
2021/22,2021-07-01,2022-06-30,KEN-C010,Marsabit,9330,7760,70.8,83.173,276,derived_overall+published_development,https://cob.go.ke/wp-content/uploads/2022/09/Counties-Sep-2022-web.pdf
2021/22,2021-07-01,2022-06-30,KEN-C011,Isiolo,6370,4960,53.3,77.865,121,derived_overall+published_development,https://cob.go.ke/wp-content/uploads/2022/09/Counties-Sep-2022-web.pdf
2021/22,2021-07-01,2022-06-30,KEN-C012,Meru,12540,10000,62.3,79.745,286,derived_overall+published_development,https://cob.go.ke/wp-content/uploads/2022/09/Counties-Sep-2022-web.pdf
2021/22,2021-07-01,2022-06-30,KEN-C013,Tharaka-Nithi,5910,4300,58.9,72.758,433,derived_overall+published_development,https://cob.go.ke/wp-content/uploads/2022/09/Counties-Sep-2022-web.pdf
2021/22,2021-07-01,2022-06-30,KEN-C014,Embu,6920,5330,51.2,77.023,88,derived_overall+published_development,https://cob.go.ke/wp-content/uploads/2022/09/Counties-Sep-2022-web.pdf
2021/22,2021-07-01,2022-06-30,KEN-C015,Kitui,12470,10310,65.9,82.678,210,derived_overall+published_development,https://cob.go.ke/wp-content/uploads/2022/09/Counties-Sep-2022-web.pdf
2021/22,2021-07-01,2022-06-30,KEN-C016,Machakos,13090,10000,32.6,76.394,250,derived_overall+published_development,https://cob.go.ke/wp-content/uploads/2022/09/Counties-Sep-2022-web.pdf
2021/22,2021-07-01,2022-06-30,KEN-C017,Makueni,11540,8450,60,73.224,259,derived_overall+published_development,https://cob.go.ke/wp-content/uploads/2022/09/Counties-Sep-2022-web.pdf
2021/22,2021-07-01,2022-06-30,KEN-C018,Nyandarua,8030,5880,39.8,73.225,376,derived_overall+published_development,https://cob.go.ke/wp-content/uploads/2022/09/Counties-Sep-2022-web.pdf
2021/22,2021-07-01,2022-06-30,KEN-C019,Nyeri,8740,7220,53.2,82.609,384,derived_overall+published_development,https://cob.go.ke/wp-content/uploads/2022/09/Counties-Sep-2022-web.pdf
2021/22,2021-07-01,2022-06-30,KEN-C020,Kirinyaga,7710,5960,55.1,77.302,179,derived_overall+published_development,https://cob.go.ke/wp-content/uploads/2022/09/Counties-Sep-2022-web.pdf
2021/22,2021-07-01,2022-06-30,KEN-C021,Murang'a,10670,8060,41.7,75.539,314,derived_overall+published_development,https://cob.go.ke/wp-content/uploads/2022/09/Counties-Sep-2022-web.pdf
2021/22,2021-07-01,2022-06-30,KEN-C022,Kiambu,17510,12810,59.3,73.158,160,derived_overall+published_development,https://cob.go.ke/wp-content/uploads/2022/09/Counties-Sep-2022-web.pdf
2021/22,2021-07-01,2022-06-30,KEN-C023,Turkana,16190,10770,39.5,66.523,452,derived_overall+published_development,https://cob.go.ke/wp-content/uploads/2022/09/Counties-Sep-2022-web.pdf
2021/22,2021-07-01,2022-06-30,KEN-C024,West Pokot,7670,6540,63.3,85.267,498,derived_overall+published_development,https://cob.go.ke/wp-content/uploads/2022/09/Counties-Sep-2022-web.pdf
2021/22,2021-07-01,2022-06-30,KEN-C025,Samburu,7340,5890,68.1,80.245,393,derived_overall+published_development,https://cob.go.ke/wp-content/uploads/2022/09/Counties-Sep-2022-web.pdf
2021/22,2021-07-01,2022-06-30,KEN-C026,Trans Nzoia,9310,7800,64,83.781,443,derived_overall+published_development,https://cob.go.ke/wp-content/uploads/2022/09/Counties-Sep-2022-web.pdf
2021/22,2021-07-01,2022-06-30,KEN-C027,Uasin Gishu,13210,10190,61.9,77.139,467,derived_overall+published_development,https://cob.go.ke/wp-content/uploads/2022/09/Counties-Sep-2022-web.pdf
2021/22,2021-07-01,2022-06-30,KEN-C028,Elgeyo/Marakwet,6600,5100,55.9,77.273,80,derived_overall+published_development,https://cob.go.ke/wp-content/uploads/2022/09/Counties-Sep-2022-web.pdf
2021/22,2021-07-01,2022-06-30,KEN-C029,Nandi,8970,7610,61.4,84.838,350,derived_overall+published_development,https://cob.go.ke/wp-content/uploads/2022/09/Counties-Sep-2022-web.pdf
2021/22,2021-07-01,2022-06-30,KEN-C030,Baringo,9620,6990,43.9,72.661,35,derived_overall+published_development,https://cob.go.ke/wp-content/uploads/2022/09/Counties-Sep-2022-web.pdf
2021/22,2021-07-01,2022-06-30,KEN-C031,Laikipia,8880,6220,47.6,70.045,230,derived_overall+published_development,https://cob.go.ke/wp-content/uploads/2022/09/Counties-Sep-2022-web.pdf
2021/22,2021-07-01,2022-06-30,KEN-C032,Nakuru,23510,15540,51.6,66.1,335,derived_overall+published_development,https://cob.go.ke/wp-content/uploads/2022/09/Counties-Sep-2022-web.pdf
2021/22,2021-07-01,2022-06-30,KEN-C033,Narok,13350,10610,33.4,79.476,357,derived_overall+published_development,https://cob.go.ke/wp-content/uploads/2022/09/Counties-Sep-2022-web.pdf
2021/22,2021-07-01,2022-06-30,KEN-C034,Kajiado,11020,7670,59.3,69.601,131,derived_overall+published_development,https://cob.go.ke/wp-content/uploads/2022/09/Counties-Sep-2022-web.pdf
2021/22,2021-07-01,2022-06-30,KEN-C035,Kericho,8400,6880,58.7,81.905,151,derived_overall+published_development,https://cob.go.ke/wp-content/uploads/2022/09/Counties-Sep-2022-web.pdf
2021/22,2021-07-01,2022-06-30,KEN-C036,Bomet,8800,6880,58.1,78.182,46,derived_overall+published_development,https://cob.go.ke/wp-content/uploads/2022/09/Counties-Sep-2022-web.pdf
2021/22,2021-07-01,2022-06-30,KEN-C037,Kakamega,16400,13850,73.4,84.451,140,derived_overall+published_development,https://cob.go.ke/wp-content/uploads/2022/09/Counties-Sep-2022-web.pdf
2021/22,2021-07-01,2022-06-30,KEN-C038,Vihiga,6410,4320,33.5,67.395,478,derived_overall+published_development,https://cob.go.ke/wp-content/uploads/2022/09/Counties-Sep-2022-web.pdf
2021/22,2021-07-01,2022-06-30,KEN-C039,Bungoma,14450,10610,44,73.426,54,derived_overall+published_development,https://cob.go.ke/wp-content/uploads/2022/09/Counties-Sep-2022-web.pdf
2021/22,2021-07-01,2022-06-30,KEN-C040,Busia,10300,6420,33.8,62.33,68,derived_overall+published_development,https://cob.go.ke/wp-content/uploads/2022/09/Counties-Sep-2022-web.pdf
2021/22,2021-07-01,2022-06-30,KEN-C041,Siaya,8970,7110,56.2,79.264,406,derived_overall+published_development,https://cob.go.ke/wp-content/uploads/2022/09/Counties-Sep-2022-web.pdf
2021/22,2021-07-01,2022-06-30,KEN-C042,Kisumu,12180,7480,31.5,61.412,198,derived_overall+published_development,https://cob.go.ke/wp-content/uploads/2022/09/Counties-Sep-2022-web.pdf
2021/22,2021-07-01,2022-06-30,KEN-C043,Homa Bay,9680,7880,65.7,81.405,108,derived_overall+published_development,https://cob.go.ke/wp-content/uploads/2022/09/Counties-Sep-2022-web.pdf
2021/22,2021-07-01,2022-06-30,KEN-C044,Migori,10440,8740,56.4,83.716,295,derived_overall+published_development,https://cob.go.ke/wp-content/uploads/2022/09/Counties-Sep-2022-web.pdf
2021/22,2021-07-01,2022-06-30,KEN-C045,Kisii,12590,9590,46.1,76.172,189,derived_overall+published_development,https://cob.go.ke/wp-content/uploads/2022/09/Counties-Sep-2022-web.pdf
2021/22,2021-07-01,2022-06-30,KEN-C046,Nyamira,6830,5850,64.9,85.652,367,derived_overall+published_development,https://cob.go.ke/wp-content/uploads/2022/09/Counties-Sep-2022-web.pdf
2021/22,2021-07-01,2022-06-30,KEN-C047,Nairobi,39630,27030,29.3,68.206,324,derived_overall+published_development,https://cob.go.ke/wp-content/uploads/2022/09/Counties-Sep-2022-web.pdf
2022/23,2022-07-01,2023-06-30,KEN-C001,Mombasa,14000,12540,52.9,89.571,419,derived_overall+published_development,https://cob.go.ke/download/county-governments-budget-implementation-review-report-for-the-financial-year-fy-2022-23/?wpdmdl=15957
2022/23,2022-07-01,2023-06-30,KEN-C002,Kwale,11930,9710,61,81.391,287,derived_overall+published_development,https://cob.go.ke/download/county-governments-budget-implementation-review-report-for-the-financial-year-fy-2022-23/?wpdmdl=15957
2022/23,2022-07-01,2023-06-30,KEN-C003,Kilifi,15350,11180,61.9,72.834,214,derived_overall+published_development,https://cob.go.ke/download/county-governments-budget-implementation-review-report-for-the-financial-year-fy-2022-23/?wpdmdl=15957
2022/23,2022-07-01,2023-06-30,KEN-C004,Tana River,7980,5910,51.3,74.06,607,derived_overall+published_development,https://cob.go.ke/download/county-governments-budget-implementation-review-report-for-the-financial-year-fy-2022-23/?wpdmdl=15957
2022/23,2022-07-01,2023-06-30,KEN-C005,Lamu,4370,3510,55.9,80.32,321,derived_overall+published_development,https://cob.go.ke/download/county-governments-budget-implementation-review-report-for-the-financial-year-fy-2022-23/?wpdmdl=15957
2022/23,2022-07-01,2023-06-30,KEN-C006,Taita Taveta,7190,6130,57.4,85.257,587,derived_overall+published_development,https://cob.go.ke/download/county-governments-budget-implementation-review-report-for-the-financial-year-fy-2022-23/?wpdmdl=15957
2022/23,2022-07-01,2023-06-30,KEN-C007,Garissa,10440,7760,56.8,74.33,119,derived_overall+published_development,https://cob.go.ke/download/county-governments-budget-implementation-review-report-for-the-financial-year-fy-2022-23/?wpdmdl=15957
2022/23,2022-07-01,2023-06-30,KEN-C008,Wajir,11230,10230,76.5,91.095,719,derived_overall+published_development,https://cob.go.ke/download/county-governments-budget-implementation-review-report-for-the-financial-year-fy-2022-23/?wpdmdl=15957
2022/23,2022-07-01,2023-06-30,KEN-C009,Mandera,12710,11860,85.3,93.312,365,derived_overall+published_development,https://cob.go.ke/download/county-governments-budget-implementation-review-report-for-the-financial-year-fy-2022-23/?wpdmdl=15957
2022/23,2022-07-01,2023-06-30,KEN-C010,Marsabit,8830,7630,71,86.41,376,derived_overall+published_development,https://cob.go.ke/download/county-governments-budget-implementation-review-report-for-the-financial-year-fy-2022-23/?wpdmdl=15957
2022/23,2022-07-01,2023-06-30,KEN-C011,Isiolo,6460,5490,70.2,84.985,151,derived_overall+published_development,https://cob.go.ke/download/county-governments-budget-implementation-review-report-for-the-financial-year-fy-2022-23/?wpdmdl=15957
2022/23,2022-07-01,2023-06-30,KEN-C012,Meru,12650,11460,71.1,90.593,391,derived_overall+published_development,https://cob.go.ke/download/county-governments-budget-implementation-review-report-for-the-financial-year-fy-2022-23/?wpdmdl=15957
2022/23,2022-07-01,2023-06-30,KEN-C013,Tharaka-Nithi,5680,5000,69.4,88.028,626,derived_overall+published_development,https://cob.go.ke/download/county-governments-budget-implementation-review-report-for-the-financial-year-fy-2022-23/?wpdmdl=15957
2022/23,2022-07-01,2023-06-30,KEN-C014,Embu,7300,6110,55.8,83.699,103,derived_overall+published_development,https://cob.go.ke/download/county-governments-budget-implementation-review-report-for-the-financial-year-fy-2022-23/?wpdmdl=15957
2022/23,2022-07-01,2023-06-30,KEN-C015,Kitui,12310,10300,58.5,83.672,272,derived_overall+published_development,https://cob.go.ke/download/county-governments-budget-implementation-review-report-for-the-financial-year-fy-2022-23/?wpdmdl=15957
2022/23,2022-07-01,2023-06-30,KEN-C016,Machakos,12540,9600,42.5,76.555,335,derived_overall+published_development,https://cob.go.ke/download/county-governments-budget-implementation-review-report-for-the-financial-year-fy-2022-23/?wpdmdl=15957
2022/23,2022-07-01,2023-06-30,KEN-C017,Makueni,10760,9850,77.4,91.543,349,derived_overall+published_development,https://cob.go.ke/download/county-governments-budget-implementation-review-report-for-the-financial-year-fy-2022-23/?wpdmdl=15957
2022/23,2022-07-01,2023-06-30,KEN-C018,Nyandarua,7580,6660,73.5,87.863,517,derived_overall+published_development,https://cob.go.ke/download/county-governments-budget-implementation-review-report-for-the-financial-year-fy-2022-23/?wpdmdl=15957
2022/23,2022-07-01,2023-06-30,KEN-C019,Nyeri,8730,6830,75,78.236,533,derived_overall+published_development,https://cob.go.ke/download/county-governments-budget-implementation-review-report-for-the-financial-year-fy-2022-23/?wpdmdl=15957
2022/23,2022-07-01,2023-06-30,KEN-C020,Kirinyaga,7030,6440,73.7,91.607,225,derived_overall+published_development,https://cob.go.ke/download/county-governments-budget-implementation-review-report-for-the-financial-year-fy-2022-23/?wpdmdl=15957
2022/23,2022-07-01,2023-06-30,KEN-C021,Murang'a,9800,8470,69.3,86.429,431,derived_overall+published_development,https://cob.go.ke/download/county-governments-budget-implementation-review-report-for-the-financial-year-fy-2022-23/?wpdmdl=15957
2022/23,2022-07-01,2023-06-30,KEN-C022,Kiambu,17660,11860,26.4,67.157,199,derived_overall+published_development,https://cob.go.ke/download/county-governments-budget-implementation-review-report-for-the-financial-year-fy-2022-23/?wpdmdl=15957
2022/23,2022-07-01,2023-06-30,KEN-C023,Turkana,18410,14510,56.4,78.816,659,derived_overall+published_development,https://cob.go.ke/download/county-governments-budget-implementation-review-report-for-the-financial-year-fy-2022-23/?wpdmdl=15957
2022/23,2022-07-01,2023-06-30,KEN-C024,West Pokot,7660,7300,89,95.3,731,derived_overall+published_development,https://cob.go.ke/download/county-governments-budget-implementation-review-report-for-the-financial-year-fy-2022-23/?wpdmdl=15957
2022/23,2022-07-01,2023-06-30,KEN-C025,Samburu,6980,6330,84.1,90.688,548,derived_overall+published_development,https://cob.go.ke/download/county-governments-budget-implementation-review-report-for-the-financial-year-fy-2022-23/?wpdmdl=15957
2022/23,2022-07-01,2023-06-30,KEN-C026,Trans Nzoia,9110,7600,64.6,83.425,646,derived_overall+published_development,https://cob.go.ke/download/county-governments-budget-implementation-review-report-for-the-financial-year-fy-2022-23/?wpdmdl=15957
2022/23,2022-07-01,2023-06-30,KEN-C027,Uasin Gishu,11820,10380,71.3,87.817,693,derived_overall+published_development,https://cob.go.ke/download/county-governments-budget-implementation-review-report-for-the-financial-year-fy-2022-23/?wpdmdl=15957
2022/23,2022-07-01,2023-06-30,KEN-C028,Elgeyo/Marakwet,6260,5160,61.4,82.428,92,derived_overall+published_development,https://cob.go.ke/download/county-governments-budget-implementation-review-report-for-the-financial-year-fy-2022-23/?wpdmdl=15957
2022/23,2022-07-01,2023-06-30,KEN-C029,Nandi,8510,7930,82.1,93.184,479,derived_overall+published_development,https://cob.go.ke/download/county-governments-budget-implementation-review-report-for-the-financial-year-fy-2022-23/?wpdmdl=15957
2022/23,2022-07-01,2023-06-30,KEN-C030,Baringo,9260,7800,61.3,84.233,38,derived_overall+published_development,https://cob.go.ke/download/county-governments-budget-implementation-review-report-for-the-financial-year-fy-2022-23/?wpdmdl=15957
2022/23,2022-07-01,2023-06-30,KEN-C031,Laikipia,7190,6550,66.9,91.099,302,derived_overall+published_development,https://cob.go.ke/download/county-governments-budget-implementation-review-report-for-the-financial-year-fy-2022-23/?wpdmdl=15957
2022/23,2022-07-01,2023-06-30,KEN-C032,Nakuru,23510,13530,36.1,57.55,462,derived_overall+published_development,https://cob.go.ke/download/county-governments-budget-implementation-review-report-for-the-financial-year-fy-2022-23/?wpdmdl=15957
2022/23,2022-07-01,2023-06-30,KEN-C033,Narok,14980,12800,65.2,85.447,494,derived_overall+published_development,https://cob.go.ke/download/county-governments-budget-implementation-review-report-for-the-financial-year-fy-2022-23/?wpdmdl=15957
2022/23,2022-07-01,2023-06-30,KEN-C034,Kajiado,10670,9520,75.5,89.222,161,derived_overall+published_development,https://cob.go.ke/download/county-governments-budget-implementation-review-report-for-the-financial-year-fy-2022-23/?wpdmdl=15957
2022/23,2022-07-01,2023-06-30,KEN-C035,Kericho,8450,7620,83.3,90.178,186,derived_overall+published_development,https://cob.go.ke/download/county-governments-budget-implementation-review-report-for-the-financial-year-fy-2022-23/?wpdmdl=15957
2022/23,2022-07-01,2023-06-30,KEN-C036,Bomet,8290,7060,62.9,85.163,50,derived_overall+published_development,https://cob.go.ke/download/county-governments-budget-implementation-review-report-for-the-financial-year-fy-2022-23/?wpdmdl=15957
2022/23,2022-07-01,2023-06-30,KEN-C037,Kakamega,16190,14140,73.3,87.338,172,derived_overall+published_development,https://cob.go.ke/download/county-governments-budget-implementation-review-report-for-the-financial-year-fy-2022-23/?wpdmdl=15957
2022/23,2022-07-01,2023-06-30,KEN-C038,Vihiga,6490,5950,75.6,91.68,707,derived_overall+published_development,https://cob.go.ke/download/county-governments-budget-implementation-review-report-for-the-financial-year-fy-2022-23/?wpdmdl=15957
2022/23,2022-07-01,2023-06-30,KEN-C039,Bungoma,14820,12010,61.5,81.039,61,derived_overall+published_development,https://cob.go.ke/download/county-governments-budget-implementation-review-report-for-the-financial-year-fy-2022-23/?wpdmdl=15957
2022/23,2022-07-01,2023-06-30,KEN-C040,Busia,9580,7480,41.4,78.079,76,derived_overall+published_development,https://cob.go.ke/download/county-governments-budget-implementation-review-report-for-the-financial-year-fy-2022-23/?wpdmdl=15957
2022/23,2022-07-01,2023-06-30,KEN-C041,Siaya,8600,6800,53.4,79.07,574,derived_overall+published_development,https://cob.go.ke/download/county-governments-budget-implementation-review-report-for-the-financial-year-fy-2022-23/?wpdmdl=15957
2022/23,2022-07-01,2023-06-30,KEN-C042,Kisumu,12050,9080,50.8,75.353,253,derived_overall+published_development,https://cob.go.ke/download/county-governments-budget-implementation-review-report-for-the-financial-year-fy-2022-23/?wpdmdl=15957
2022/23,2022-07-01,2023-06-30,KEN-C043,Homa Bay,9680,9420,79.9,97.314,132,derived_overall+published_development,https://cob.go.ke/download/county-governments-budget-implementation-review-report-for-the-financial-year-fy-2022-23/?wpdmdl=15957
2022/23,2022-07-01,2023-06-30,KEN-C044,Migori,10440,8500,54.5,81.418,404,derived_overall+published_development,https://cob.go.ke/download/county-governments-budget-implementation-review-report-for-the-financial-year-fy-2022-23/?wpdmdl=15957
2022/23,2022-07-01,2023-06-30,KEN-C045,Kisii,11110,7980,13.9,71.827,239,derived_overall+published_development,https://cob.go.ke/download/county-governments-budget-implementation-review-report-for-the-financial-year-fy-2022-23/?wpdmdl=15957
2022/23,2022-07-01,2023-06-30,KEN-C046,Nyamira,7090,5740,63.8,80.959,505,derived_overall+published_development,https://cob.go.ke/download/county-governments-budget-implementation-review-report-for-the-financial-year-fy-2022-23/?wpdmdl=15957
2022/23,2022-07-01,2023-06-30,KEN-C047,Nairobi,39610,30710,49.9,77.531,446,derived_overall+published_development,https://cob.go.ke/download/county-governments-budget-implementation-review-report-for-the-financial-year-fy-2022-23/?wpdmdl=15957
2023/24,2023-07-01,2024-06-30,KEN-C001,Mombasa,15990,11910,43.4,74.484,384,derived_overall+published_development,https://cob.go.ke/download/county-governments-budget-implementation-review-report-for-the-financial-year-2023-24/?wpdmdl=16104
2023/24,2023-07-01,2024-06-30,KEN-C002,Kwale,14260,10140,48.3,71.108,261,derived_overall+published_development,https://cob.go.ke/download/county-governments-budget-implementation-review-report-for-the-financial-year-2023-24/?wpdmdl=16104
2023/24,2023-07-01,2024-06-30,KEN-C003,Kilifi,20040,15420,55.8,76.946,198,derived_overall+published_development,https://cob.go.ke/download/county-governments-budget-implementation-review-report-for-the-financial-year-2023-24/?wpdmdl=16104
2023/24,2023-07-01,2024-06-30,KEN-C004,Tana River,7980,7230,28.4,90.602,533,derived_overall+published_development,https://cob.go.ke/download/county-governments-budget-implementation-review-report-for-the-financial-year-2023-24/?wpdmdl=16104
2023/24,2023-07-01,2024-06-30,KEN-C005,Lamu,4540,3470,52.2,76.432,293,derived_overall+published_development,https://cob.go.ke/download/county-governments-budget-implementation-review-report-for-the-financial-year-2023-24/?wpdmdl=16104
2023/24,2023-07-01,2024-06-30,KEN-C006,Taita Taveta,7500,5870,46.9,78.267,520,derived_overall+published_development,https://cob.go.ke/download/county-governments-budget-implementation-review-report-for-the-financial-year-2023-24/?wpdmdl=16104
2023/24,2023-07-01,2024-06-30,KEN-C007,Garissa,10700,7190,44.8,67.196,115,derived_overall+published_development,https://cob.go.ke/download/county-governments-budget-implementation-review-report-for-the-financial-year-2023-24/?wpdmdl=16104
2023/24,2023-07-01,2024-06-30,KEN-C008,Wajir,11230,11020,83.4,98.13,610,derived_overall+published_development,https://cob.go.ke/download/county-governments-budget-implementation-review-report-for-the-financial-year-2023-24/?wpdmdl=16104
2023/24,2023-07-01,2024-06-30,KEN-C009,Mandera,13000,11700,82.6,90,331,derived_overall+published_development,https://cob.go.ke/download/county-governments-budget-implementation-review-report-for-the-financial-year-2023-24/?wpdmdl=16104
2023/24,2023-07-01,2024-06-30,KEN-C010,Marsabit,9420,7650,68.3,81.21,340,derived_overall+published_development,https://cob.go.ke/download/county-governments-budget-implementation-review-report-for-the-financial-year-2023-24/?wpdmdl=16104
2023/24,2023-07-01,2024-06-30,KEN-C011,Isiolo,5800,4250,55,73.276,142,derived_overall+published_development,https://cob.go.ke/download/county-governments-budget-implementation-review-report-for-the-financial-year-2023-24/?wpdmdl=16104
2023/24,2023-07-01,2024-06-30,KEN-C012,Meru,12230,10960,79.3,89.616,353,derived_overall+published_development,https://cob.go.ke/download/county-governments-budget-implementation-review-report-for-the-financial-year-2023-24/?wpdmdl=16104
2023/24,2023-07-01,2024-06-30,KEN-C013,Tharaka-Nithi,6520,5090,54.5,78.067,546,derived_overall+published_development,https://cob.go.ke/download/county-governments-budget-implementation-review-report-for-the-financial-year-2023-24/?wpdmdl=16104
2023/24,2023-07-01,2024-06-30,KEN-C014,Embu,7950,6640,60,83.522,101,derived_overall+published_development,https://cob.go.ke/download/county-governments-budget-implementation-review-report-for-the-financial-year-2023-24/?wpdmdl=16104
2023/24,2023-07-01,2024-06-30,KEN-C015,Kitui,14240,12420,71.3,87.219,249,derived_overall+published_development,https://cob.go.ke/download/county-governments-budget-implementation-review-report-for-the-financial-year-2023-24/?wpdmdl=16104
2023/24,2023-07-01,2024-06-30,KEN-C016,Machakos,15810,12530,58.6,79.254,306,derived_overall+published_development,https://cob.go.ke/download/county-governments-budget-implementation-review-report-for-the-financial-year-2023-24/?wpdmdl=16104
2023/24,2023-07-01,2024-06-30,KEN-C017,Makueni,11180,9050,62.2,80.948,319,derived_overall+published_development,https://cob.go.ke/download/county-governments-budget-implementation-review-report-for-the-financial-year-2023-24/?wpdmdl=16104
2023/24,2023-07-01,2024-06-30,KEN-C018,Nyandarua,8750,6640,45.9,75.886,468,derived_overall+published_development,https://cob.go.ke/download/county-governments-budget-implementation-review-report-for-the-financial-year-2023-24/?wpdmdl=16104
2023/24,2023-07-01,2024-06-30,KEN-C019,Nyeri,8980,7940,72.4,88.419,481,derived_overall+published_development,https://cob.go.ke/download/county-governments-budget-implementation-review-report-for-the-financial-year-2023-24/?wpdmdl=16104
2023/24,2023-07-01,2024-06-30,KEN-C020,Kirinyaga,7240,6040,53.5,83.425,211,derived_overall+published_development,https://cob.go.ke/download/county-governments-budget-implementation-review-report-for-the-financial-year-2023-24/?wpdmdl=16104
2023/24,2023-07-01,2024-06-30,KEN-C021,Murang'a,10410,8700,65.6,83.573,395,derived_overall+published_development,https://cob.go.ke/download/county-governments-budget-implementation-review-report-for-the-financial-year-2023-24/?wpdmdl=16104
